v2ProductName,v2ProductCategory,units_sold,revenue
Google 4400mAh Power Bank,(not set),151,629.84
Google Infant Zip Hood Pink,(not set),115,626.75
Google Women's Short Sleeve Shirt Blue,(not set),143,613.22
Clip-on Compact Charger,(not set),211,610.28
Google Women's 1/4 Zip Performance Pullover Black,(not set),59,605.08
Android Women's Long Sleeve Blended Cardigan Grey,(not set),123,593.58
Google Men's Watershed Full Zip Hoodie Grey,${productitem.product.origCatName},26,572.66
Android Stretch Fit Hat M/L,Headgear,125,571.68
Google Men's Skater Tee Grey,(not set),99,563.52
Colored Pencil Set,(not set),987,552.29
Android 24 oz Contigo Bottle,(not set),280,550.48
Google Insulated Stainless Steel Bottle,(not set),310,550.13
YouTube Trucker Hat,(not set),287,549.76
Google Executive Umbrella,(not set),126,549.11
Collapsible Shopping Bag,(not set),1073,543.75
Google Bluetooth Speaker-Power Bank,(not set),55,538.67
Google Women's Vintage Hero Tee Platinum,Apparel,187,531.07
Google Youth Short Sleeve T-shirt Yellow,Apparel,197,530.88
Digital Lightshow Smart Speaker and Notification Center,Electronics,37,529.51
Android Lunch Kit,Lifestyle,138,525.57
Google Tube Power Bank,(not set),329,520.92
Google Men's Long Sleeve Raglan Cranberry,Apparel,262,520.78
Google Women's Short Sleeve Badge Tee Red Heather,Apparel,82,516.41
Google Women's Short Sleeve Badge Tee Grey,Apparel,135,512.79
Reusable Shopping Bag,${productitem.product.origCatName},440,511.29
Google Heavyweight Long Sleeve Hero Tee Navy,Apparel,44,507.89
Google Heavyweight Long Sleeve Hero Tee Burgundy,Apparel,40,503.12
Android Men's 3/4 Sleeve Raglan Henley Black,Apparel,356,500.5
Women's YouTube Short Sleeve Hero Tee Black,(not set),389,499.07
Men's Weatherblock Shell Jacket Black,(not set),296,498.24
Google Pocket Bluetooth Speaker,(not set),112,497.46
YouTube Womens 3/4 Sleeve Baseball Raglan White/Black,Apparel,101,497.15
Google Men's Short Sleeve Hero Tee Heather,(not set),233,496.52
"Google High Capacity 10,400mAh Charger",(not set),67,495.65
Google 22 oz Water Bottle,${productitem.product.origCatName},515,493.94
Crunch Noise Dog Toy,Lifestyle,366,493.61
Executive Twist Ballpoint Pen,(not set),161,490.62
Google Adult Tee Fruit Games Pineapple,(not set),54,481.92
Android Baby Esssentials Set,(not set),90,478.42
Android Men's Skater Badge Tee Charcoal,Apparel,106,471.05
Google Women's Softshell Jacket Black/Grey,Apparel,20,467.55
YouTube Men's Vintage Tee,(not set),206,465.85
Google Women's Convertible Vest-Jacket Sea Foam Green,(not set),50,464.6
Google Stretch Fit Hat L/XL Navy,Headgear,66,464.18
Android Sticker Sheet Ultra Removable,(not set),907,459.91
Google Toddler Hoodie Royal Blue,(not set),205,459.9
Straw Beach Mat,Lifestyle,147,457.84
Google Men's Long & Lean Tee Grey,Apparel,128,457.82
Google Men's 100% Cotton Short Sleeve Hero Tee White,${productitem.product.origCatName},110,457.61
Digital Lightshow Smart Speaker and Notification Center,(not set),17,455.94
Android Glass Water Bottle with Black Sleeve,(not set),165,446.98
Android Men's Short Sleeve Tri-blend Hero Tee Grey,(not set),95,441.63
Google Leather Perforated Journal,Office,29,431.71
Aluminum Handy Emergency Flashlight,${productitem.product.origCatName},64,423.29
Latitudes Foldaway Shopper,(not set),330,421.54
Google 17oz Stainless Steel Sport Bottle,${productitem.product.origCatName},79,421.23
Google Women's Shell Jacket Blue/Black,Apparel,27,420.99
Google Women's Insulated Thermal Vest Navy,(not set),26,416.79
Google Womens 3/4 Sleeve Baseball Raglan Heather/Black,(not set),138,412.59
Google Men's Bayside Graphic Tee,(not set),123,409.07
Nest® Learning Thermostat 3rd Gen - CA - Stainless Steel,${productitem.product.origCatName},20,399.5
Chevron Shopper,(not set),707,399.13
Leather and Metal Ballpoint Pen,(not set),116,397.86
Google Onesie Green,(not set),99,394.21
Google Men's 100% Cotton Short Sleeve Hero Tee Black,${productitem.product.origCatName},83,387.38
Google Men's Quilted Insulated Vest Battleship Grey,(not set),64,386.27
16 oz. Hot and Cold Tumbler,(not set),223,379.24
Pop-a-Point Crayon,(not set),622,377.81
Yoga Block,Lifestyle,144,377.66
Ballpoint LED Light Pen,(not set),825,374.62
Google Metallic Notebook Set,${productitem.product.origCatName},469,373.93
Android BTTF Moonshot Shirt,(not set),102,373.2
Softsided Travel Pouch Set,(not set),401,373.06
Google  Women's Muscle Tee,(not set),104,372.68
Micro Wireless Earbud,(not set),126,370.17
Google Men's Heavyweight Long Sleeve Hero Tee Burgundy,Apparel,1194,368.8
Google Women's Yoga Jacket Black,(not set),58,365.56
Google Men's Short Sleeve Hero Tee Charcoal,(not set),257,364.98
Google Device Holder Sticky Pad,Electronics,275,364.42
Google Women's Shell Jacket Blue/Black,(not set),16,364.15
Google Men's Zip Hoodie,Apparel,22,360.99
Google Women's Scoop Neck Tee Green,Apparel,501,360.36
Android Infant Short Sleeve Tee Pewter,Apparel,73,360.23
Retractable Ballpoint Pen Red,(not set),1265,359.65
Android BTTF Moonshot Graphic Tee,(not set),140,359.42
Women's Performance Full Zip Jacket Black,${productitem.product.origCatName},10,359.26
Google Onesie Royal Blue,(not set),154,357.41
Waze Baby on Board Window Decal,Waze,413,355.93
Android Stretch Fit Hat,Apparel,68,355.07
Google Men's Airflow 1/4 Zip Pullover Lapis,(not set),40,352.03
Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,(not set),41,348.97
YouTube Men's Long Sleeve Pullover Badge Tee Heather,(not set),63,341.94
YouTube Men's Vintage Tank,(not set),207,341.88
Google Women's Scoop Neck Tee Black,(not set),109,339.89
Google Women's Short Sleeve Shirt Dark Grey,(not set),68,336.48
Google Stylus Pen w/ LED Light,(not set),2309,333.63
Android Women's Fleece Hoodie,(not set),41,330.44
Android Luggage Tag,Accessories,233,328.25
Android Men's Long & Lean Badge Tee Charcoal,Apparel,177,327.87
Android Men's Vintage Tee,Apparel,344,327.64
16 oz. Hot and Cold Tumbler,Tumblers,109,323.24
PaperMate Ink Joy Retractable Pen,(not set),777,321.07
Google Sunglasses,${productitem.product.origCatName},463,312.55
Google Toddler Raglan Shirt Blue Heather/Navy,(not set),89,312.17
Google Women's Short Sleeve Performance Tee Black,(not set),45,311.02
Google Women's V-Neck Tee Grey,(not set),88,310.84
Seat Pack Organizer,(not set),142,310.44
Rubber Grip Ballpoint Pen 4 Pack,${productitem.product.origCatName},188,310.3
Android Men's Short Sleeve Hero Tee White,(not set),226,310.11
Fashion Sunglasses & Pouch,(not set),550,309.15
Android Men's Short Sleeve Hero Tee Heather,(not set),155,308.37
Google Spiral Leather Journal,Office,73,305.82
Google Women's Performance Golf Polo Blue,Apparel,30,305.76
Nest® Cam Indoor Security Camera - CA,${productitem.product.origCatName},26,305.0
Gel Roller Pen,(not set),516,304.34
YouTube Infant Short Sleeve Tee Red,Apparel,94,299.41
Android Toddler Short Sleeve T-shirt Pewter,(not set),76,299.22
Android 17oz Stainless Steel Sport Bottle,${productitem.product.origCatName},42,299.05
Android Infant Short Sleeve Tee Pink,Apparel,73,298.64
Compact Eco Journal,(not set),422,298.57
YouTube RFID Journal,Office,53,297.49
Google Toddler Short Sleeve T-shirt Yellow,Apparel,259,296.57
Google Infant Short Sleeve Tee Red,Apparel,63,294.78
YouTube Men's Short Sleeve Hero Tee White,(not set),141,291.03
Google Twill Cap,${productitem.product.origCatName},87,290.39
YouTube Womens 3/4 Sleeve Baseball Raglan White/Black,(not set),106,289.92
YouTube Women's Short Sleeve Crew Tee,(not set),62,288.31
Google Ballpoint Pen Black,(not set),901,286.46
Waze Mood Ninja Window Decal,Waze,474,283.51
Google Vintage Henley Grey/Black,(not set),148,280.33
Waze Men's Typography Short Sleeve Tee,Waze,74,279.33
SPF-15 Slim & Slender Lip Balm,(not set),655,277.94
Google Toddler 1/4 Zip Fleece Pewter,(not set),153,277.45
Android Stretch Fit Hat L/XL,Headgear,53,276.9
Google Toddler Short Sleeve T-shirt Green,Apparel,299,274.79
Google Men's Short Sleeve Performance Badge Tee Navy,(not set),130,273.2
Yoga Mat Blue,(not set),70,271.51
Android BTTF Cosmos Shirt,(not set),62,270.76
Android Men's Vintage Tee,(not set),61,270.25
Google Women's Convertible Vest-Jacket Black,(not set),39,268.93
Straw Beach Mat,(not set),129,262.12
Google Women's Yoga Pants,(not set),23,260.3
Google Men's Long Sleeve Pullover Crew Tee Heather,(not set),35,259.6
Google Women's Quilted Insulated Vest White,(not set),59,257.71
Google French Terry Cap,Headgear,605,256.64
Google Women's Short Sleeve Shirt Red,(not set),89,255.62
Google Toddler Short Sleeve T-shirt Royal Blue,(not set),73,254.14
Ballpoint Pen & Matching Tube Case,(not set),100388,253.97
Eco-Aware Large Recycled Journal Combo,(not set),196,248.41
Google Accent Insulated Stainless Steel Bottle,(not set),52,244.78
Gunmetal Roller Ball Pen,(not set),328,244.1
Google Infant Short Sleeve Tee Cornflower Blue,Apparel,243,242.74
Google Men's Vintage Badge Tee White,(not set),290,242.71
Quatro Retractable Pen,(not set),517,242.41
Large Zipper Top Tote Bag,(not set),103,236.71
Google Women's Performance Hero Tee Gunmetal,Apparel,55,231.65
Google Youth Short Sleeve T-shirt Royal Blue,(not set),121,229.55
Google Women's Scoop Neck Tee White,(not set),79,228.36
Google Toddler Short Sleeve Tee White,(not set),119,227.0
Google Zipper-front Sports Bag,(not set),146,226.07
Google Onesie Red,(not set),57,226.04
Google Tube Power Bank,${productitem.product.origCatName},28,222.42
24 oz USA Made Aluminum Bottle,Drinkware,99,221.02
Google Adult Tee Fruit Games Dragonfruit,(not set),43,220.27
Google Women's Short Sleeve Performance Tee Pewter,Apparel,57,218.57
Google Collapsible Pet Bowl,(not set),201,216.82
Google Toddler Short Sleeve T-shirt Green,(not set),60,215.91
Keyboard DOT Sticker,(not set),1151,215.5
Basecamp Explorer Powerbank Flashlight,(not set),98,214.33
Crunch-It Dog Toy,(not set),174,213.42
Google Wool Heather Cap Heather/Navy,(not set),103,212.04
Android BTTF Cosmos Graphic Tee,(not set),130,211.14
YouTube Men's 3/4 Sleeve Henley,Apparel,440,211.01
Gift Card- $100.00,(not set),27,210.33
Google Snapback Hat Black,(not set),196,209.53
BLM Sweatshirt,${productitem.product.origCatName},32,208.37
Google Flashlight,(not set),74,208.19
Google Youth Girl Hoodie,(not set),45,208.17
Google Luggage Tag,(not set),283,207.9
Google Women's Short Sleeve Performance Tee Navy,(not set),45,207.89
20 oz Stainless Steel Insulated Tumbler,${productitem.product.origCatName},26,207.85
Google Women's Short Sleeve Performance Tee Charcoal,(not set),28,207.06
Google 40 oz Insulated Monster Bottle,(not set),45,206.69
YouTube Wool Heather Cap Heather/Black,(not set),99,206.59
Google Women's 1/4 Zip Jacket Charcoal,(not set),27,201.48
Android Women's Short Sleeve Tri-blend Badge Tee Light Blue,(not set),51,200.49
Google Toddler Sports T-shirt Red,Apparel,56,199.46
Blue Keeper Notebook Set with Flap,(not set),172,198.68
Google Water Resistant Bluetooth Speaker,${productitem.product.origCatName},69,197.67
4-in-1 Carabiner Charger,Electronics,16,197.06
Google Laptop Tech Backpack,(not set),2083,192.45
Google Men's Performance Full Zip Jacket Black,${productitem.product.origCatName},26,192.08
Android Toddler Short Sleeve T-shirt Pink,(not set),72,191.87
Google Men's Short Sleeve Performance Badge Tee Charcoal,(not set),60,190.35
YouTube Women's Short Sleeve Tri-blend Badge Tee Grey,Apparel,61,190.15
Waze Pack of 9 Decal Set,Accessories,46,187.3
Foam Can and Bottle Cooler,${productitem.product.origCatName},258,186.09
Android Toddler Short Sleeve T-shirt Aqua,(not set),54,184.76
Deluge Waterproof Backpack,(not set),24,184.09
Google Women's Tee Purple,(not set),29,183.74
Google Women's Tee Grey,(not set),121,183.27
Nest® Protect Smoke + CO White Battery Alarm-USA,(not set),473,183.0
Android Hard Cover Journal,Office,239,181.71
Maze Pen,${productitem.product.origCatName},486,181.58
Google Men's Convertible Vest-Jacket Pewter,(not set),47,181.47
Google Men's Long Sleeve Pullover Badge Tee Heather,(not set),88,181.09
Android RFID Journal,Notebooks & Journals,350,180.42
Recycled Paper Journal Set,${productitem.product.origCatName},338,177.98
Google Youth Baseball Raglan Heather/Black,(not set),55,177.18
Color Changing Grip Pen,${productitem.product.origCatName},340,176.69
Google Women's Scoop Neck Tee Green,(not set),50,176.57
Grip Kit Cable Organizer,Electronics,15,172.9
Android Stretch Fit Hat S/M,Headgear,65,172.37
Google Canvas Tote Fruit Games Lemon,(not set),33,171.3
Android Men's Zip Hoodie,Apparel,6,170.97
Bottle Opener Clip,${productitem.product.origCatName},120,169.5
YouTube Men's Vintage Henley,(not set),156,168.48
Google Women's Short Sleeve Shirt Blue,Apparel,25,166.91
Google Onesie Red/Graphite,(not set),50,165.44
Red Shine 15 oz Mug,${productitem.product.origCatName},52,162.44
Google Alpine Style Backpack,${productitem.product.origCatName},16,161.98
Google Men's 100% Cotton Short Sleeve Hero Tee Navy,${productitem.product.origCatName},27,161.35
Android Women's Racer Back Tank Black,Apparel,18,160.32
Google 3/4 Sleeve Raglan Henley Grey,(not set),46,158.15
Google Women's V-Neck Tee Charcoal,${productitem.product.origCatName},26,156.96
Google Sports Bag,Bags,146,156.23
Kick Ball,(not set),350,155.64
Google Women's Short Sleeve Badge Tee Grey,(not set),39,153.88
Google Men's Vintage Badge Tee Black,${productitem.product.origCatName},111,153.63
Google Women's Short Sleeve Shirt Light Grey,(not set),17,153.42
Android Women's Short Sleeve Badge Tee Dark Heather,(not set),48,152.14
Google Men's Pullover Hoodie,Apparel,11,152.07
Android Women's Short Sleeve Hero Tee Black,(not set),55,151.03
Google Men's Microfiber 1/4 Zip Pullover Grey/Black,${productitem.product.origCatName},6,150.73
Google Toddler Short Sleeve T-shirt Yellow,(not set),54,149.8
Switch Tone Color Crayon Pen,${productitem.product.origCatName},213,148.43
Ballpoint Stylus Pen,(not set),121,148.28
Google Infuser-Top Water Bottle,(not set),631,148.23
Google Toddler Short Sleeve T-shirt Grey,(not set),96,147.7
Waze Women's Short Sleeve Tee,Waze,53,147.59
Google Toddler Tee Fruit Games Pineapple,(not set),27,147.16
Android Youth Short Sleeve T-shirt Pewter,(not set),78,143.85
Waze Mood Happy Window Decal,Waze,264,143.56
Android Men's 3/4 Sleeve Raglan Henley Black,(not set),20,141.83
Google Men's Airflow 1/4 Zip Pullover Lapis,${productitem.product.origCatName},12,140.46
Google Youth Sports Tee Navy,(not set),45,140.36
Google Insulated Stainless Steel Bottle,${productitem.product.origCatName},21,140.08
Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,(not set),57,139.98
Google Bib White,(not set),118,139.95
Google Women's Quilted Insulated Vest Pewter,(not set),7,139.23
YouTube Women's Short Sleeve Tri-blend Badge Tee Grey,(not set),51,135.01
Google Stretch Fit Hat M/L Navy,(not set),41,132.47
Android Men's Vintage Henley,(not set),149,131.95
You Tube Toddler Short Sleeve Tee Red,(not set),55,130.4
YouTube Women's Racer Back Tank Black,Apparel,20,125.3
Google Stretch Fit Hat L/XL Navy,(not set),42,125.16
Google Toddler Tee Fruit Games Strawberry,(not set),30,124.79
Google Youth Short Sleeve T-shirt Green,(not set),77,124.55
Android RFID Journal,Office,19,123.54
Android Rise 14 oz Mug,${productitem.product.origCatName},40,121.94
Google Women's Short Sleeve Hero Tee White,${productitem.product.origCatName},40,121.26
Google Men's Lightweight Microfleece Jacket Black,${productitem.product.origCatName},6,120.48
Ballpoint LED Light Pen,${productitem.product.origCatName},175,120.4
Google Tote Bag,${productitem.product.origCatName},45,120.22
Google Infant Short Sleeve Tee Red,(not set),29,120.2
Women's Performance Full Zip Jacket Black,(not set),66,120.1
Google Youth Short Sleeve T-shirt Yellow,(not set),43,116.79
Google Youth Tee Fruit Games Cherries,(not set),15,115.71
Google Men's Short Sleeve Performance Badge Tee Charcoal,${productitem.product.origCatName},14,115.68
Google Women's Short Sleeve Hero Tee Grey,(not set),72,114.59
Google Youth Short Sleeve Tee White,(not set),48,114.44
Android Men's Outerstellar Short Sleeve Tee Black,${productitem.product.origCatName},16,113.81
Satin Black Ballpoint Pen,(not set),186,113.39
Google Women's Zip Hoodie Grey,(not set),11,113.24
Google Men's Short Sleeve Performance Badge Tee Pewter,(not set),95,112.52
Google Women's Short Sleeve V-Neck Tee Dark Grey,(not set),46,112.34
Google Bib Red,(not set),67,110.37
Recycled Mouse Pad,${productitem.product.origCatName},243,110.14
Google Engraved Ceramic Mug,Drinkware,49,109.16
Google Men's Performance Tee Gunmetal,(not set),15,108.79
Google Women's Performance Golf Polo Blue,(not set),19,106.55
YouTube Men's Long & Lean Tee Charcoal,Apparel,92,106.1
Android Onesie Sprout Green,(not set),75,105.78
Google Men's Bike Short Sleeve Tee Charcoal,${productitem.product.origCatName},16,105.7
Android Infant Short Sleeve Tee Aqua,Apparel,75,105.21
Nest® Protect Smoke + CO White Wired Alarm-USA,(not set),589,105.0
Android Hard Cover Journal,Notebooks & Journals,49,103.81
Google Youth Short Sleeve Tee Red,(not set),64,103.4
Android Youth Short Sleeve T-shirt Aqua,(not set),73,103.36
Google Infant Short Sleeve Tee Royal Blue,Apparel,24,103.34
Metal Texture Roller Pen,(not set),391,102.96
Carabiner Flashlight,Electronics,40,100.67
Android Women's Short Sleeve Badge Tee Light Charcoal,Apparel,14,100.0
Google Women's Short Sleeve Hero Tee Grey,${productitem.product.origCatName},42,99.37
Google Women's Short Sleeve Hero Tee Heather,${productitem.product.origCatName},10,98.2
Google Bongo Cupholder Bluetooth Speaker,${productitem.product.origCatName},16,97.58
"Google High Capacity 10,400mAh Charger",${productitem.product.origCatName},6,96.18
Women's Weatherblock Shell Jacket Black,(not set),23,95.99
Google Sunglasses Red,Lifestyle,110,95.15
Waze Women's Typography Short Sleeve Tee,Waze,19,95.1
YouTube Men's Fleece Hoodie Black,${productitem.product.origCatName},28,95.05
Google Toddler Short Sleeve Tee Red,(not set),46,93.12
Android Stretch Fit Hat M/L,${productitem.product.origCatName},12,92.77
Google Men's  Zip Hoodie,${productitem.product.origCatName},28,92.08
Google Youth Tee Fruit Games Pineapple,(not set),25,91.49
Google Youth Tee Fruit Games Banana,(not set),11,91.32
Rainbow Stylus Pen,(not set),478,90.58
Google Doodle Decal,${productitem.product.origCatName},95,87.11
Google Women's Softshell Jacket Black/Grey,(not set),5,86.59
Google Hard Cover Journal,(not set),268,85.93
Google Snapback Hat Black,${productitem.product.origCatName},19,85.3
Retractable Ballpoint Pen Red,${productitem.product.origCatName},147,84.85
Google Men's Short Sleeve Hero Tee Charcoal,${productitem.product.origCatName},18,84.59
Google Men's Quilted Insulated Vest Black,${productitem.product.origCatName},8,84.43
Google Women's Vintage Hero Tee Lavender,${productitem.product.origCatName},18,84.11
Android Lunch Kit,(not set),42,82.56
Galaxy Screen Cleaning Cloth,${productitem.product.origCatName},156,82.34
